Customer ID,Segment,Acquisition Channel,Join Date,Last Order Date,Days Since Last Order,Total Orders,Lifetime Value ($),Avg Order Value ($),Preferred Category,Email Subscriber,Discount Sensitivity,NPS Score,Region,Age Group
CUST-2754,Deal Hunter,Organic Search,2023-09-08,2023-11-17,45,5,131.9,55.36,Beauty & Personal Care,Yes,Low,9,UK,18-24
CUST-2755,New Customer,Referral,2020-04-10,2023-04-07,269,2,39.4,34.49,Sports & Outdoors,Yes,Low,10,West,18-24
CUST-2756,New Customer,Paid Social,2021-10-17,2023-11-24,38,1,135.24,21.09,Electronics,Yes,Medium,2,Southwest,45-54
CUST-2757,Occasional Buyer,Referral,2021-01-14,2023-05-03,243,7,606.14,107.42,Home & Kitchen,Yes,High,5,Southwest,18-24
CUST-2758,Dormant,Referral,2022-05-08,2023-07-08,177,3,81.86,76.76,Beauty & Personal Care,Yes,Low,6,West,45-54
CUST-2759,Occasional Buyer,Email Campaign,2021-02-02,2023-04-23,253,8,569.86,75.32,Home & Kitchen,No,Low,4,Southwest,45-54
CUST-2760,At-Risk Churner,Paid Social,2023-11-25,2023-09-21,102,6,292.05,73.51,Home & Kitchen,No,Low,4,West,25-34
CUST-2761,Dormant,Referral,2022-07-14,2023-03-23,284,3,141.34,76.68,Beauty & Personal Care,Yes,Medium,6,UK,35-44
CUST-2762,At-Risk Churner,Referral,2022-09-19,2023-08-24,130,4,156.91,42.34,Home & Kitchen,No,Medium,0,West,55+
CUST-2763,Deal Hunter,Influencer,2021-04-16,2023-11-09,53,12,179.53,74.19,Apparel,No,High,4,Midwest,25-34
CUST-2764,Dormant,Organic Search,2023-11-10,2023-10-02,91,4,199.46,61.43,Home & Kitchen,Yes,High,4,Midwest,18-24
CUST-2765,Deal Hunter,Paid Social,2021-04-01,2023-08-26,128,6,397.94,56.6,Electronics,Yes,Medium,3,Midwest,25-34
CUST-2766,At-Risk Churner,Paid Social,2021-08-15,2023-08-17,137,8,142.77,43.65,Beauty & Personal Care,Yes,High,5,Midwest,35-44
CUST-2767,Dormant,Paid Social,2019-05-10,2023-08-04,150,1,71.09,75.52,Home & Kitchen,No,Medium,1,Midwest,18-24
CUST-2768,Dormant,Organic Search,2020-09-06,2023-06-25,190,2,147.15,58.16,Apparel,No,Low,4,Southeast,35-44
CUST-2769,Occasional Buyer,Direct,2020-06-26,2023-12-17,15,4,240.52,96.4,Apparel,Yes,Medium,9,UK,35-44
CUST-2770,Occasional Buyer,Paid Social,2019-07-25,2023-02-27,308,4,668.37,122.49,Apparel,No,Medium,9,Northeast,35-44
CUST-2771,Occasional Buyer,Paid Social,2023-08-01,2023-05-16,230,9,382.68,138.49,Sports & Outdoors,Yes,High,6,Southeast,35-44
CUST-2772,Loyal High-Value,Paid Social,2020-04-02,2023-09-28,95,34,912.45,172.7,Sports & Outdoors,No,High,5,Midwest,35-44
CUST-2773,Deal Hunter,Direct,2019-03-25,2023-11-06,56,7,229.77,67.83,Electronics,No,Low,5,Northeast,18-24
CUST-2774,New Customer,Paid Social,2023-03-28,2023-12-17,15,2,64.72,48.6,Beauty & Personal Care,No,Low,6,Southeast,45-54
CUST-2775,Occasional Buyer,Referral,2020-02-14,2023-05-07,239,11,699.38,91.57,Home & Kitchen,Yes,Low,2,UK,18-24
CUST-2776,Dormant,Referral,2021-05-16,2023-03-27,280,3,171.18,42.47,Home & Kitchen,Yes,Low,6,Northeast,55+
CUST-2777,Deal Hunter,Paid Social,2021-06-24,2023-07-20,165,8,355.58,69.18,Electronics,No,High,0,Southwest,55+
CUST-2778,Occasional Buyer,Influencer,2019-02-11,2023-05-01,245,4,542.28,93.15,Sports & Outdoors,Yes,Low,6,Canada,45-54
CUST-2779,Loyal High-Value,Influencer,2023-01-16,2023-11-12,50,21,1538.29,242.46,Sports & Outdoors,Yes,Low,10,Canada,45-54
CUST-2780,New Customer,Email Campaign,2019-12-21,2023-04-21,255,1,107.97,28.0,Apparel,No,High,8,Northeast,35-44
CUST-2781,At-Risk Churner,Paid Social,2020-08-20,2023-11-29,33,4,352.07,47.24,Electronics,Yes,Medium,9,UK,25-34
CUST-2782,New Customer,Paid Social,2019-10-24,2023-10-11,82,2,67.61,88.72,Apparel,Yes,Low,4,Southeast,45-54
CUST-2783,Deal Hunter,Organic Search,2022-05-26,2023-11-09,53,16,320.78,53.33,Electronics,No,Medium,4,West,18-24
CUST-2784,Dormant,Direct,2019-06-24,2023-09-24,99,3,136.88,31.64,Apparel,No,Medium,3,Southwest,55+
CUST-2785,Deal Hunter,Direct,2019-03-20,2023-12-18,14,12,557.68,34.23,Apparel,No,High,7,Southwest,18-24
CUST-2786,Dormant,Organic Search,2022-10-31,2023-10-27,66,1,84.52,44.48,Beauty & Personal Care,No,Low,6,UK,35-44
CUST-2787,Loyal High-Value,Paid Social,2019-08-17,2023-08-07,147,26,1269.98,132.34,Sports & Outdoors,Yes,High,0,Canada,55+
CUST-2788,New Customer,Influencer,2019-07-20,2023-10-31,62,1,126.61,32.45,Apparel,Yes,High,1,UK,35-44
CUST-2789,New Customer,Organic Search,2021-09-18,2023-02-28,307,1,108.32,54.81,Home & Kitchen,Yes,High,8,Canada,45-54
CUST-2790,New Customer,Direct,2023-10-08,2023-11-01,61,1,77.47,43.36,Sports & Outdoors,No,Low,5,UK,25-34
CUST-2791,Loyal High-Value,Organic Search,2023-07-15,2023-04-01,275,20,1403.16,110.22,Apparel,No,Medium,8,Southeast,55+
CUST-2792,New Customer,Email Campaign,2020-09-26,2023-11-23,39,1,135.32,79.58,Electronics,Yes,High,5,West,45-54
CUST-2793,New Customer,Organic Search,2019-04-08,2023-05-20,226,2,26.14,71.89,Sports & Outdoors,No,Low,4,Southwest,45-54
CUST-2794,Dormant,Paid Social,2022-12-27,2023-03-16,291,3,80.59,24.13,Beauty & Personal Care,No,High,1,Northeast,18-24
CUST-2795,Occasional Buyer,Email Campaign,2019-05-27,2023-01-25,341,11,582.27,94.64,Electronics,Yes,Low,4,Southwest,18-24
CUST-2796,Loyal High-Value,Influencer,2019-07-21,2023-05-01,245,29,1483.11,129.78,Sports & Outdoors,Yes,Medium,3,Southeast,18-24
CUST-2797,At-Risk Churner,Referral,2023-03-21,2023-12-11,21,7,143.04,98.5,Sports & Outdoors,Yes,High,10,Southwest,25-34
CUST-2798,New Customer,Organic Search,2022-09-29,2023-12-15,17,1,50.88,65.23,Beauty & Personal Care,Yes,High,6,West,18-24
CUST-2799,New Customer,Organic Search,2020-01-13,2023-01-24,342,2,104.24,54.27,Electronics,Yes,Low,1,Midwest,18-24
CUST-2800,Loyal High-Value,Email Campaign,2021-06-07,2023-05-04,242,27,2809.31,191.35,Sports & Outdoors,Yes,Low,10,Canada,55+
CUST-2801,At-Risk Churner,Email Campaign,2019-01-14,2023-09-28,95,4,113.34,57.34,Electronics,Yes,High,1,West,35-44
CUST-2802,Dormant,Referral,2021-05-10,2023-11-07,55,3,91.51,76.08,Apparel,No,Medium,5,Midwest,45-54
CUST-2803,Loyal High-Value,Referral,2019-06-10,2023-05-01,245,31,1209.34,185.56,Beauty & Personal Care,No,High,1,Canada,55+
CUST-2804,At-Risk Churner,Email Campaign,2020-05-07,2023-10-27,66,5,320.03,107.72,Beauty & Personal Care,Yes,Low,6,UK,45-54
CUST-2805,New Customer,Referral,2021-10-09,2023-04-17,259,1,142.19,49.78,Electronics,Yes,High,8,Southwest,35-44
CUST-2806,Loyal High-Value,Direct,2022-09-04,2023-05-28,218,17,2404.76,143.48,Beauty & Personal Care,Yes,Medium,4,UK,45-54
CUST-2807,New Customer,Email Campaign,2020-03-23,2023-01-01,365,1,84.25,36.38,Electronics,Yes,Medium,6,UK,18-24
CUST-2808,Dormant,Email Campaign,2021-02-06,2023-04-06,270,3,59.6,60.26,Sports & Outdoors,Yes,Low,9,Southwest,55+
CUST-2809,Dormant,Organic Search,2020-06-20,2023-09-03,120,4,65.23,75.38,Home & Kitchen,Yes,Medium,6,West,55+
CUST-2810,New Customer,Paid Social,2022-02-02,2023-10-14,79,2,140.51,37.32,Electronics,Yes,Medium,8,Southeast,45-54
CUST-2811,Dormant,Direct,2023-02-01,2023-04-27,249,5,186.49,33.67,Electronics,Yes,High,2,Canada,25-34
CUST-2812,Dormant,Referral,2021-09-15,2023-01-30,336,5,49.31,58.63,Home & Kitchen,No,Low,4,Northeast,18-24
CUST-2813,Deal Hunter,Organic Search,2019-10-25,2023-10-24,69,6,288.56,76.83,Electronics,No,Medium,2,Southeast,55+
CUST-2814,Occasional Buyer,Influencer,2019-02-11,2023-02-14,321,7,461.88,101.86,Electronics,Yes,High,9,UK,45-54
CUST-2815,Dormant,Influencer,2022-10-18,2023-08-18,136,1,174.16,48.83,Sports & Outdoors,No,High,8,Canada,35-44
CUST-2816,At-Risk Churner,Influencer,2021-07-08,2023-11-16,46,5,366.2,86.53,Electronics,Yes,Low,2,Northeast,45-54
CUST-2817,Loyal High-Value,Referral,2023-06-08,2023-06-21,194,15,1414.15,270.73,Home & Kitchen,No,High,1,West,55+
CUST-2818,At-Risk Churner,Organic Search,2019-01-20,2023-08-10,144,7,112.64,115.24,Beauty & Personal Care,Yes,High,10,UK,35-44
CUST-2819,New Customer,Paid Social,2023-08-25,2023-02-18,317,1,32.31,52.63,Sports & Outdoors,Yes,Medium,5,Southwest,25-34
CUST-2820,Dormant,Paid Social,2022-05-31,2023-07-30,155,4,47.57,55.8,Beauty & Personal Care,No,High,1,Northeast,55+
CUST-2821,Occasional Buyer,Influencer,2022-08-20,2023-10-25,68,11,704.41,121.05,Electronics,Yes,High,2,Canada,18-24
CUST-2822,Loyal High-Value,Referral,2021-10-20,2023-02-09,326,36,1255.8,264.66,Beauty & Personal Care,Yes,Low,10,Canada,25-34
CUST-2823,Loyal High-Value,Organic Search,2020-02-03,2023-08-04,150,24,1287.97,296.73,Apparel,Yes,Medium,9,UK,55+
CUST-2824,Deal Hunter,Direct,2019-04-03,2023-06-08,207,13,389.2,67.72,Sports & Outdoors,Yes,Low,7,Canada,25-34
CUST-2825,At-Risk Churner,Influencer,2023-05-10,2023-06-20,195,4,319.92,69.73,Apparel,Yes,High,6,UK,25-34
CUST-2826,Dormant,Paid Social,2023-08-29,2023-03-05,302,5,185.9,52.89,Beauty & Personal Care,Yes,High,3,West,25-34
CUST-2827,Occasional Buyer,Email Campaign,2019-08-05,2023-08-13,141,8,655.18,139.2,Electronics,No,High,2,Midwest,55+
CUST-2828,Loyal High-Value,Referral,2023-08-30,2023-05-11,235,32,2425.92,296.29,Beauty & Personal Care,Yes,Low,2,Canada,25-34
CUST-2829,New Customer,Influencer,2020-04-22,2023-10-20,73,1,35.8,63.36,Home & Kitchen,Yes,Medium,1,UK,25-34
CUST-2830,Dormant,Paid Social,2020-10-04,2023-07-19,166,5,72.79,34.03,Electronics,No,Low,0,UK,45-54
CUST-2831,At-Risk Churner,Organic Search,2023-05-07,2023-11-15,47,5,246.82,98.95,Sports & Outdoors,Yes,High,10,Midwest,35-44
CUST-2832,At-Risk Churner,Influencer,2023-02-02,2023-01-17,349,6,228.74,90.37,Sports & Outdoors,No,Low,1,Southwest,45-54
CUST-2833,Dormant,Referral,2019-07-10,2023-08-03,151,2,85.87,76.74,Sports & Outdoors,Yes,Low,3,Southeast,55+
CUST-2834,New Customer,Paid Social,2021-09-06,2023-12-21,11,1,141.46,56.23,Electronics,Yes,High,3,Canada,35-44
CUST-2835,Loyal High-Value,Direct,2022-08-25,2023-03-29,278,34,2823.74,161.13,Apparel,No,Medium,1,Canada,55+
CUST-2836,At-Risk Churner,Referral,2023-07-16,2023-02-01,334,8,348.64,58.36,Apparel,Yes,High,3,Southwest,35-44
CUST-2837,Deal Hunter,Email Campaign,2022-08-21,2023-06-08,207,5,147.07,57.21,Home & Kitchen,Yes,Medium,8,UK,35-44
CUST-2838,Occasional Buyer,Organic Search,2023-07-14,2023-07-08,177,3,252.27,77.95,Sports & Outdoors,Yes,Medium,6,Midwest,18-24
CUST-2839,Loyal High-Value,Referral,2019-05-14,2023-06-22,193,33,2418.84,185.16,Home & Kitchen,Yes,High,9,Midwest,18-24
CUST-2840,Deal Hunter,Organic Search,2022-06-23,2023-12-28,4,20,275.78,61.05,Apparel,Yes,Low,5,Midwest,25-34
CUST-2841,Deal Hunter,Influencer,2022-07-01,2023-01-29,337,15,595.06,64.22,Apparel,Yes,Low,10,UK,18-24
CUST-2842,Loyal High-Value,Paid Social,2022-06-16,2023-05-17,229,32,1239.19,176.67,Sports & Outdoors,No,Low,0,Canada,25-34
CUST-2843,Occasional Buyer,Referral,2022-04-09,2023-12-06,26,10,398.45,88.16,Sports & Outdoors,Yes,Low,9,Midwest,25-34
CUST-2844,Occasional Buyer,Direct,2019-07-10,2023-02-03,332,11,399.42,106.87,Sports & Outdoors,Yes,High,10,Northeast,55+
CUST-2845,Occasional Buyer,Email Campaign,2023-10-25,2023-03-18,289,7,232.43,115.37,Electronics,Yes,Medium,10,Southeast,55+
CUST-2846,Dormant,Direct,2023-07-09,2023-06-03,212,2,75.93,31.48,Sports & Outdoors,No,High,3,Southeast,35-44
CUST-2847,Occasional Buyer,Referral,2023-02-19,2023-09-27,96,10,391.1,143.91,Beauty & Personal Care,No,Medium,0,West,45-54
CUST-2848,Deal Hunter,Referral,2022-02-25,2023-04-01,275,14,187.86,42.45,Sports & Outdoors,Yes,High,5,Midwest,18-24
CUST-2849,New Customer,Email Campaign,2019-02-14,2023-10-23,70,2,46.55,85.7,Apparel,No,High,8,UK,55+
CUST-2850,Deal Hunter,Organic Search,2023-09-24,2023-11-20,42,13,539.57,76.06,Apparel,No,Medium,9,UK,45-54
CUST-2851,Deal Hunter,Referral,2023-09-16,2023-08-29,125,15,204.76,60.05,Home & Kitchen,Yes,Medium,7,Northeast,55+
CUST-2852,At-Risk Churner,Email Campaign,2023-06-23,2023-10-29,64,3,81.45,100.96,Home & Kitchen,Yes,High,8,Southwest,25-34
CUST-2853,Deal Hunter,Referral,2021-04-03,2023-12-08,24,14,469.79,60.53,Sports & Outdoors,Yes,Medium,7,West,55+
CUST-2854,At-Risk Churner,Referral,2022-12-06,2023-02-24,311,6,162.63,41.31,Electronics,Yes,High,0,Northeast,35-44
CUST-2855,At-Risk Churner,Influencer,2023-04-03,2023-04-21,255,5,370.62,46.46,Home & Kitchen,No,Medium,1,Midwest,45-54
CUST-2856,New Customer,Email Campaign,2019-01-01,2023-12-01,31,2,74.45,78.23,Electronics,No,High,8,Southwest,18-24
CUST-2857,Dormant,Direct,2020-06-18,2023-10-16,77,1,95.34,59.73,Apparel,Yes,Medium,3,Midwest,55+
CUST-2858,Dormant,Organic Search,2020-07-23,2023-06-15,200,4,127.83,39.66,Home & Kitchen,Yes,Medium,9,UK,25-34
CUST-2859,New Customer,Paid Social,2022-12-29,2023-05-16,230,2,60.41,30.86,Sports & Outdoors,Yes,Low,7,UK,55+
CUST-2860,At-Risk Churner,Organic Search,2019-09-12,2023-06-03,212,3,367.84,104.12,Apparel,Yes,Low,10,UK,25-34
CUST-2861,At-Risk Churner,Referral,2021-05-26,2023-03-30,277,4,358.81,119.92,Home & Kitchen,No,Low,10,Southwest,25-34
CUST-2862,At-Risk Churner,Influencer,2023-03-14,2023-07-28,157,7,172.01,59.56,Electronics,No,Medium,3,Midwest,55+
CUST-2863,Deal Hunter,Paid Social,2019-02-14,2023-02-10,325,12,109.47,71.99,Beauty & Personal Care,No,High,6,West,35-44
CUST-2864,Loyal High-Value,Direct,2023-04-04,2023-05-31,215,37,2142.86,141.68,Sports & Outdoors,Yes,Low,7,Southwest,35-44
CUST-2865,At-Risk Churner,Email Campaign,2020-03-18,2023-07-18,167,5,322.88,43.9,Beauty & Personal Care,Yes,Low,3,Canada,45-54
CUST-2866,Occasional Buyer,Email Campaign,2022-07-11,2023-11-01,61,7,347.63,78.13,Beauty & Personal Care,No,High,6,Canada,25-34
CUST-2867,Occasional Buyer,Paid Social,2019-11-05,2023-04-11,265,4,499.19,117.43,Home & Kitchen,Yes,High,6,Northeast,45-54
CUST-2868,Dormant,Email Campaign,2019-09-12,2023-08-17,137,1,106.24,33.19,Home & Kitchen,Yes,Medium,7,Southwest,25-34
CUST-2869,Dormant,Influencer,2021-03-14,2023-08-16,138,4,181.33,43.29,Home & Kitchen,No,Low,8,West,55+
CUST-2870,At-Risk Churner,Influencer,2021-10-12,2023-07-11,174,5,340.39,61.2,Home & Kitchen,No,Medium,10,Southeast,35-44
CUST-2871,At-Risk Churner,Referral,2023-10-04,2023-04-08,268,7,186.97,86.99,Beauty & Personal Care,Yes,Low,3,Southwest,45-54
CUST-2872,New Customer,Organic Search,2020-06-27,2023-03-18,289,2,92.48,42.51,Beauty & Personal Care,Yes,Medium,5,Northeast,35-44
CUST-2873,At-Risk Churner,Referral,2019-06-05,2023-06-12,203,5,192.23,63.84,Apparel,No,Low,0,West,55+
CUST-2874,Loyal High-Value,Direct,2022-03-15,2023-05-23,223,37,871.1,243.53,Electronics,Yes,Medium,6,Midwest,55+
CUST-2875,Occasional Buyer,Influencer,2020-12-04,2023-05-06,240,6,634.16,122.24,Home & Kitchen,No,High,6,Midwest,25-34
CUST-2876,Deal Hunter,Referral,2019-09-24,2023-07-30,155,10,556.89,73.25,Electronics,No,High,10,UK,18-24
CUST-2877,Loyal High-Value,Organic Search,2022-03-14,2023-02-10,325,20,1826.11,271.09,Electronics,No,Low,4,West,35-44
CUST-2878,New Customer,Influencer,2022-05-09,2023-09-14,109,1,30.23,75.15,Sports & Outdoors,No,Medium,5,Northeast,18-24
CUST-2879,At-Risk Churner,Email Campaign,2020-03-16,2023-08-18,136,2,298.51,65.46,Beauty & Personal Care,Yes,Low,4,Canada,35-44
CUST-2880,New Customer,Referral,2022-08-09,2023-11-28,34,2,75.26,27.44,Sports & Outdoors,Yes,High,0,Midwest,45-54
CUST-2881,Dormant,Influencer,2023-10-25,2023-07-16,169,5,99.97,60.27,Apparel,No,High,0,Canada,35-44
CUST-2882,Dormant,Email Campaign,2022-05-14,2023-10-28,65,2,92.71,40.59,Electronics,No,High,9,Northeast,35-44
CUST-2883,Dormant,Influencer,2019-01-08,2023-04-03,273,2,149.24,61.5,Apparel,Yes,Medium,4,UK,18-24
CUST-2884,Deal Hunter,Referral,2022-06-30,2023-10-01,92,13,519.09,64.02,Apparel,Yes,Low,4,Northeast,35-44
CUST-2885,Loyal High-Value,Email Campaign,2021-02-09,2023-01-17,349,18,2726.48,206.39,Beauty & Personal Care,Yes,Medium,3,Southeast,55+
CUST-2886,At-Risk Churner,Email Campaign,2023-02-25,2023-09-14,109,8,108.89,76.3,Apparel,Yes,Medium,4,UK,35-44
CUST-2887,Occasional Buyer,Organic Search,2020-07-31,2023-02-22,313,3,272.19,110.57,Apparel,No,Low,8,Southwest,25-34
CUST-2888,Deal Hunter,Referral,2022-12-03,2023-07-28,157,7,368.64,67.39,Home & Kitchen,Yes,Medium,4,Northeast,25-34
CUST-2889,Loyal High-Value,Organic Search,2022-10-12,2023-04-07,269,18,2821.08,115.27,Apparel,Yes,High,5,Southeast,35-44
CUST-2890,New Customer,Influencer,2020-03-06,2023-11-15,47,2,89.49,26.28,Sports & Outdoors,Yes,High,2,Canada,18-24
CUST-2891,New Customer,Influencer,2022-06-23,2023-01-30,336,2,64.68,69.81,Sports & Outdoors,Yes,High,10,UK,18-24
CUST-2892,Occasional Buyer,Organic Search,2023-07-13,2023-09-23,100,11,786.48,83.03,Beauty & Personal Care,Yes,Medium,9,Southeast,25-34
CUST-2893,At-Risk Churner,Influencer,2020-03-27,2023-06-09,206,3,381.59,47.77,Sports & Outdoors,Yes,High,0,Canada,18-24
CUST-2894,Occasional Buyer,Email Campaign,2021-02-27,2023-04-07,269,11,192.27,75.82,Apparel,No,High,2,Midwest,25-34
CUST-2895,Loyal High-Value,Organic Search,2021-08-06,2023-05-04,242,34,2138.19,174.0,Sports & Outdoors,No,Low,2,Northeast,55+
CUST-2896,Deal Hunter,Email Campaign,2019-07-05,2023-02-14,321,9,336.09,39.66,Beauty & Personal Care,Yes,Low,3,Northeast,35-44
CUST-2897,Dormant,Paid Social,2019-05-09,2023-06-14,201,3,91.62,70.94,Electronics,Yes,Low,4,Midwest,18-24
CUST-2898,New Customer,Influencer,2019-07-24,2023-01-25,341,2,89.27,73.74,Beauty & Personal Care,Yes,High,8,Midwest,35-44
CUST-2899,Deal Hunter,Direct,2021-06-04,2023-05-02,244,19,303.39,71.97,Home & Kitchen,Yes,Medium,1,UK,55+
CUST-2900,Dormant,Influencer,2021-04-12,2023-11-11,51,2,131.6,25.9,Home & Kitchen,Yes,Low,0,Southwest,35-44
CUST-2901,Dormant,Organic Search,2023-07-04,2023-02-22,313,1,188.94,75.04,Beauty & Personal Care,Yes,High,6,Canada,45-54
CUST-2902,Dormant,Direct,2023-03-24,2023-12-26,6,5,45.86,23.53,Sports & Outdoors,No,Low,2,Canada,35-44
CUST-2903,Occasional Buyer,Paid Social,2023-08-16,2023-09-15,108,4,412.92,64.14,Apparel,No,Low,10,UK,45-54
CUST-2904,Deal Hunter,Influencer,2023-09-08,2023-11-13,49,17,185.25,69.11,Beauty & Personal Care,Yes,Low,8,Southeast,35-44
CUST-2905,New Customer,Paid Social,2022-03-10,2023-04-28,248,1,116.95,20.89,Home & Kitchen,Yes,Low,2,West,45-54
CUST-2906,Loyal High-Value,Direct,2019-04-06,2023-11-27,35,34,1242.72,129.15,Beauty & Personal Care,Yes,High,5,West,45-54
CUST-2907,Dormant,Paid Social,2021-08-06,2023-03-04,303,2,73.2,31.48,Sports & Outdoors,Yes,Low,4,Midwest,25-34
CUST-2908,Dormant,Organic Search,2023-07-03,2023-11-25,37,1,86.3,79.75,Apparel,No,High,6,Northeast,45-54
CUST-2909,Loyal High-Value,Email Campaign,2023-08-31,2023-04-04,272,21,2015.32,134.7,Electronics,Yes,Medium,4,Southwest,35-44
CUST-2910,New Customer,Direct,2020-11-29,2023-01-22,344,2,110.04,68.56,Sports & Outdoors,Yes,Medium,1,Canada,55+
CUST-2911,Dormant,Paid Social,2022-11-09,2023-05-13,233,5,115.86,46.14,Electronics,Yes,Medium,5,Canada,35-44
CUST-2912,New Customer,Influencer,2021-12-23,2023-09-18,105,1,48.67,64.71,Beauty & Personal Care,No,Medium,5,Southwest,55+
CUST-2913,At-Risk Churner,Referral,2022-09-11,2023-01-27,339,8,156.05,56.48,Apparel,Yes,High,0,Northeast,18-24
CUST-2914,Dormant,Influencer,2020-07-26,2023-09-04,119,2,124.52,20.55,Home & Kitchen,No,Medium,1,UK,55+
CUST-2915,At-Risk Churner,Direct,2020-11-05,2023-03-04,303,2,148.58,41.33,Home & Kitchen,No,High,5,Canada,25-34
CUST-2916,At-Risk Churner,Influencer,2020-09-22,2023-02-07,328,3,384.24,85.56,Electronics,Yes,Medium,9,Canada,18-24
CUST-2917,Deal Hunter,Email Campaign,2020-05-05,2023-10-29,64,12,253.81,36.41,Electronics,No,Medium,7,Southeast,18-24
CUST-2918,At-Risk Churner,Referral,2023-02-04,2023-07-21,164,4,313.19,50.09,Electronics,No,Medium,8,UK,55+
CUST-2919,New Customer,Paid Social,2022-11-11,2023-12-05,27,2,128.51,46.54,Sports & Outdoors,Yes,Medium,10,Canada,55+
CUST-2920,Dormant,Organic Search,2019-12-04,2023-10-02,91,2,178.35,29.53,Electronics,No,Low,2,Southeast,35-44
CUST-2921,Occasional Buyer,Influencer,2020-12-03,2023-08-07,147,3,433.91,101.0,Home & Kitchen,No,Medium,7,Southwest,45-54
CUST-2922,At-Risk Churner,Paid Social,2020-10-25,2023-10-10,83,2,275.46,71.94,Beauty & Personal Care,Yes,High,4,West,35-44
CUST-2923,At-Risk Churner,Paid Social,2021-01-01,2023-11-22,40,5,187.11,46.35,Electronics,Yes,Medium,5,Canada,35-44
CUST-2924,At-Risk Churner,Email Campaign,2022-06-29,2023-09-08,115,7,130.77,80.24,Sports & Outdoors,No,Medium,4,Northeast,18-24
CUST-2925,Dormant,Referral,2019-11-17,2023-08-08,146,3,195.02,43.15,Home & Kitchen,Yes,High,10,Northeast,55+
CUST-2926,At-Risk Churner,Referral,2020-07-03,2023-11-10,52,5,215.81,66.77,Home & Kitchen,Yes,Low,5,UK,45-54
CUST-2927,Deal Hunter,Paid Social,2022-05-11,2023-08-07,147,8,405.69,52.03,Electronics,Yes,High,3,Midwest,55+
CUST-2928,Occasional Buyer,Organic Search,2020-01-28,2023-01-20,346,3,692.8,89.6,Home & Kitchen,No,Medium,10,Canada,25-34
CUST-2929,Occasional Buyer,Direct,2023-04-05,2023-10-05,88,7,243.98,102.43,Apparel,Yes,High,9,Southeast,45-54
CUST-2930,New Customer,Referral,2021-11-30,2023-05-11,235,2,91.93,65.42,Electronics,Yes,High,8,Northeast,35-44
CUST-2931,Loyal High-Value,Organic Search,2022-02-07,2023-01-03,363,37,1248.76,282.0,Home & Kitchen,Yes,Medium,3,Midwest,55+
CUST-2932,New Customer,Email Campaign,2020-12-09,2023-06-17,198,2,148.28,58.88,Home & Kitchen,Yes,Low,5,Southeast,55+
CUST-2933,Occasional Buyer,Direct,2021-09-19,2023-05-17,229,9,176.59,139.05,Beauty & Personal Care,No,High,2,Southwest,25-34
CUST-2934,Loyal High-Value,Influencer,2022-11-27,2023-06-03,212,32,1532.07,141.24,Sports & Outdoors,Yes,Low,9,Canada,25-34
CUST-2935,Dormant,Direct,2021-06-29,2023-11-17,45,5,169.57,40.94,Apparel,No,Medium,0,Southeast,18-24
CUST-2936,Deal Hunter,Paid Social,2022-08-22,2023-12-03,29,15,461.33,72.49,Sports & Outdoors,Yes,Low,10,Southwest,45-54
CUST-2937,Deal Hunter,Paid Social,2019-11-22,2023-07-17,168,15,374.51,34.47,Beauty & Personal Care,Yes,Low,9,Midwest,45-54
CUST-2938,New Customer,Influencer,2021-07-02,2023-10-15,78,2,57.51,51.63,Electronics,Yes,Medium,1,Canada,55+
CUST-2939,Dormant,Referral,2019-05-13,2023-08-22,132,5,189.49,56.43,Home & Kitchen,Yes,Low,2,West,35-44
CUST-2940,Deal Hunter,Paid Social,2019-12-05,2023-06-23,192,8,496.73,60.2,Electronics,Yes,Medium,9,West,25-34
CUST-2941,At-Risk Churner,Email Campaign,2023-05-18,2023-11-26,36,8,295.35,59.56,Sports & Outdoors,Yes,Medium,7,Southwest,45-54
CUST-2942,Deal Hunter,Organic Search,2019-03-17,2023-09-04,119,17,490.07,59.12,Home & Kitchen,Yes,Medium,9,Midwest,25-34
CUST-2943,Dormant,Direct,2022-01-04,2023-08-30,124,3,67.85,65.95,Beauty & Personal Care,Yes,Medium,6,UK,55+
CUST-2944,Occasional Buyer,Organic Search,2020-06-28,2023-11-10,52,5,621.85,133.01,Beauty & Personal Care,Yes,High,3,Midwest,18-24
CUST-2945,Deal Hunter,Direct,2019-09-13,2023-01-27,339,11,279.97,53.19,Electronics,Yes,Low,5,Canada,35-44
CUST-2946,New Customer,Paid Social,2022-06-12,2023-05-15,231,2,131.65,81.32,Electronics,No,Medium,8,Southwest,25-34
CUST-2947,Occasional Buyer,Referral,2021-10-21,2023-06-22,193,8,762.68,96.83,Home & Kitchen,Yes,Low,5,Midwest,45-54
CUST-2948,Deal Hunter,Referral,2022-08-21,2023-07-11,174,8,296.75,46.44,Apparel,No,High,5,Southeast,25-34
CUST-2949,Occasional Buyer,Direct,2022-02-05,2023-01-10,356,11,388.37,87.29,Sports & Outdoors,Yes,Medium,9,Midwest,45-54
CUST-2950,Deal Hunter,Email Campaign,2019-11-15,2023-09-29,94,8,426.81,50.12,Electronics,Yes,Medium,2,Southeast,25-34
CUST-2951,Dormant,Email Campaign,2021-08-10,2023-02-22,313,3,105.49,38.03,Beauty & Personal Care,No,Medium,10,Canada,18-24
